OBJECTID;weight;node_id;nps_dn;p_max
1025;360000.000000000000000;GS-2108;150;16
1026;360000.000000000000000;GS-1402;150;16
1027;360000.000000000000000;GS-1597;150;16
1028;2800000.000000000000000;GS-1837;200;70
1029;360000.000000000000000;GS-1595;150;16
1030;11200000.000000000000000;GS-2010;400;70
1031;640000.000000000000000;GS-2286;200;16
1032;11200000.000000000000000;GS-2008;400;70
1033;360000.000000000000000;GS-2000;150;16
1034;360000.000000000000000;GS-2015;150;16
1035;9000000.000000000000000;GS-3457;500;36
1036;22500000.000000000000000;GS-3230;500;90
1037;68040000.000000000000000;GS-0010;900;84
1038;68040000.000000000000000;GS-0009;900;84
1039;64000000.000000000000000;GS-0557;800;100
1040;64000000.000000000000000;GS-0558;800;100
1041;562500.000000000000000;GS-2198;150;25
1042;562500.000000000000000;GS-1369;150;25
1043;562500.000000000000000;GS-1370;150;25
1044;25200000.000000000000000;GS-0658;600;70
1045;25200000.000000000000000;GS-0669;600;70
1046;25200000.000000000000000;GS-0655;600;70
1047;25200000.000000000000000;GS-0656;600;70
1048;6120000.000000000000000;GS-3452;300;68
1049;2560000.000000000000000;GS-2112;400;16
1050;10000000.000000000000000;GS-2113;500;40
1051;1575000.000000000000000;GS-1561;150;70
1052;1000000.000000000000000;GS-2508;250;16
1053;640000.000000000000000;GS-2214;200;16
1054;360000.000000000000000;GS-0898;150;16
1055;360000.000000000000000;GS-0918;150;16
1056;720000.000000000000000;GS-0886;300;8
1057;720000.000000000000000;GS-0924;300;8
1058;400000.000000000000000;GS-1867;200;10
1059;360000.000000000000000;GS-1876;150;16
1060;17500000.000000000000000;GS-0946;500;70
1061;17500000.000000000000000;GS-0951;500;70
1062;640000.000000000000000;GS-1024;200;16
1063;10800000.000000000000000;GS-3717;400;68
1064;9920000.000000000000000;GS-3686;400;62
1065;9920000.000000000000000;GS-3687;400;62
1066;9920000.000000000000000;GS-3601;400;62
1067;14500000.000000000000000;GS-3736;500;58
1068;4500000.000000000000000;GS-3626;300;50
1069;4500000.000000000000000;GS-3624;300;50
1070;4500000.000000000000000;GS-3637;300;50
1071;24300000.000000000000000;GS-3747;600;68
1072;4500000.000000000000000;GS-3547;300;50
1073;4500000.000000000000000;GS-3591;300;50
1074;4500000.000000000000000;GS-3660;300;50
1075;4500000.000000000000000;GS-3653;300;50
1076;4500000.000000000000000;GS-3654;300;50
1077;16875000.000000000000000;GS-3561;500;68
1078;4500000.000000000000000;GS-3623;300;50
1079;4500000.000000000000000;GS-3740;300;50
1080;6075000.000000000000000;GS-3663;300;68
1081;12500000.000000000000000;GS-3636;500;50
1082;20000000.000000000000000;GS-2911;500;80
1083;49000000.000000000000000;GS-3765;700;100
1084;16875000.000000000000000;GS-3594;500;68
1085;2700000.000000000000000;GS-4340;200;68
1086;2700000.000000000000000;GS-4403;200;68
1087;2700000.000000000000000;GS-4341;200;68
1088;2700000.000000000000000;GS-4441;200;68
1089;2700000.000000000000000;GS-4333;200;68
1090;1000000.000000000000000;GS-1297;200;25
1091;2700000.000000000000000;GS-4618;200;68
1092;5760000.000000000000000;GS-4404;300;64
1093;2700000.000000000000000;GS-4289;200;68
1094;2700000.000000000000000;GS-4361;200;68
1095;640000.000000000000000;GS-4284;100;64
1096;675000.000000000000000;GS-4708;100;68
1097;6300000.000000000000000;GS-4124;300;70
1098;2800000.000000000000000;GS-4078;200;70
1099;6075000.000000000000000;GS-4370;300;68
1100;2800000.000000000000000;GS-4080;200;70
1101;10800000.000000000000000;GS-7267;400;68
1102;6075000.000000000000000;GS-4434;300;68
1103;2700000.000000000000000;GS-4560;200;68
1104;2700000.000000000000000;GS-4300;200;68
1105;1518750.000000000000000;GS-4299;150;68
1106;1518750.000000000000000;GS-4310;150;68
1107;33320000.000000000000000;GS-3442;700;68
1108;2560000.000000000000000;GS-4309;200;64
1109;22680000.000000000000000;GS-6548;600;63
1110;2560000.000000000000000;GS-4690;200;64
1111;2720000.000000000000000;GS-4581;200;68
1112;1518750.000000000000000;GS-4503;150;68
1113;2700000.000000000000000;GS-4709;200;68
1114;2700000.000000000000000;GS-4507;200;68
1115;2700000.000000000000000;GS-4573;200;68
1116;2700000.000000000000000;GS-4711;200;68
1117;1518750.000000000000000;GS-4488;150;68
1118;640000.000000000000000;GS-4526;100;64
1119;640000.000000000000000;GS-4527;100;64
1120;640000.000000000000000;GS-4528;100;64
1121;2700000.000000000000000;GS-4595;200;68
1122;16000000.000000000000000;GS-6438;500;64
1123;1440000.000000000000000;GS-1241;300;16
1124;28730000.000000000000000;GS-3403;650;68
1125;360000.000000000000000;GS-2313;150;16
1126;360000.000000000000000;GS-1954;150;16
1127;640000.000000000000000;GS-1154;200;16
1128;1600000.000000000000000;GS-3156;200;40
1129;68000000.000000000000000;GS-3481;1000;68
1130;2560000.000000000000000;GS-1925;400;16
1131;2560000.000000000000000;GS-1927;400;16
1132;101640000.000000000000000;GS-0699;1100;84
1133;640000.000000000000000;GS-3411;400;4
1134;2560000.000000000000000;GS-1926;400;16
1135;6400000.000000000000000;GS-3155;400;40
1136;640000.000000000000000;GS-2536;400;4
1137;1000000.000000000000000;GS-1419;250;16
1138;1000000.000000000000000;GS-2505;250;16
1139;1000000.000000000000000;GS-1123;250;16
1140;1440000.000000000000000;GS-2512;300;16
1141;6300000.000000000000000;GS-1222;300;70
1142;2800000.000000000000000;GS-1393;200;70
1143;640000.000000000000000;GS-1747;200;16
1144;640000.000000000000000;GS-1758;200;16
1145;1000000.000000000000000;GS-1761;250;16
1146;640000.000000000000000;GS-1205;200;16
1147;270000.000000000000000;GS-2050;150;12
1148;640000.000000000000000;GS-1227;200;16
1149;240000.000000000000000;GS-3149;200;6
1150;960000.000000000000000;GS-3148;400;6
1151;640000.000000000000000;GS-1970;200;16
1152;240000.000000000000000;GS-3450;200;6
1153;625000.000000000000000;GS-1545;125;40
1154;17000000.000000000000000;GS-3424;500;68
1155;625000.000000000000000;GS-1544;125;40
1156;360000.000000000000000;GS-0895;150;16
1157;22392500.000000000000000;GS-3976;650;53
1158;25200000.000000000000000;GS-3430;600;70
1159;640000.000000000000000;GS-1818;200;16
1160;640000.000000000000000;GS-0880;200;16
1161;640000.000000000000000;GS-1819;200;16
1162;25200000.000000000000000;GS-6400;600;70
1163;3750000.000000000000000;GS-3443;250;60
1164;4500000.000000000000000;GS-2896;300;50
1165;1575000.000000000000000;GS-4023;150;70
1166;57600000.000000000000000;GS-2899;800;90
1167;20000000.000000000000000;GS-7276;500;80
1168;64800000.000000000000000;GS-3265;900;80
1169;640000.000000000000000;GS-1074;200;16
1170;640000.000000000000000;GS-1075;200;16
1171;144000000.000000000000000;GS-3272;1200;100
1172;120960000.000000000000000;GS-0765;1200;84
1173;120960000.000000000000000;GS-0766;1200;84
1174;120960000.000000000000000;GS-0767;1200;84
1175;1890000.000000000000000;GS-3451;150;84
1176;360000.000000000000000;GS-2011;150;16
1177;2700000.000000000000000;GS-4302;200;68
1178;28800000.000000000000000;GS-7220;600;80
1179;64800000.000000000000000;GS-7293;900;80
1180;9000000.000000000000000;GS-2713;500;36
1181;43520000.000000000000000;GS-2706;800;68
1182;20000000.000000000000000;GS-3227;500;80
1183;33320000.000000000000000;GS-2915;700;68
1184;33320000.000000000000000;GS-2679;700;68
1185;6300000.000000000000000;GS-7284;300;70
1186;53760000.000000000000000;GS-7247;800;84
1187;2720000.000000000000000;GS-4306;200;68
1188;2700000.000000000000000;GS-4704;200;68
1189;53760000.000000000000000;GS-7256;800;84
1190;53760000.000000000000000;GS-0791;800;84
1191;2560000.000000000000000;GS-4578;200;64
1192;2800000.000000000000000;GS-7227;200;70
1193;196000000.000000000000000;GS-0063;1400;100
1194;100000000.000000000000000;GS-0064;1000;100
1195;1518750.000000000000000;GS-4457;150;68
1196;4000000.000000000000000;GS-6441;500;16
1197;2560000.000000000000000;GS-6826;400;16
1198;22680000.000000000000000;GS-6591;600;63
1199;22680000.000000000000000;GS-6654;600;63
1200;22680000.000000000000000;GS-6592;600;63
1201;16000000.000000000000000;GS-6699;400;100
1202;4000000.000000000000000;GS-6745;500;16
1203;4000000.000000000000000;GS-6736;500;16
1204;2250000.000000000000000;GS-6855;300;25
1205;2250000.000000000000000;GS-6865;300;25
1206;2250000.000000000000000;GS-6866;300;25
1207;2250000.000000000000000;GS-6817;300;25
1208;22680000.000000000000000;GS-6445;600;63
1209;22680000.000000000000000;GS-6434;600;63
1210;22680000.000000000000000;GS-6642;600;63
1211;24300000.000000000000000;GS-6800;600;68
1212;24300000.000000000000000;GS-6911;600;68
1213;9000000.000000000000000;GS-6524;600;25
1214;9000000.000000000000000;GS-6522;600;25
1215;16000000.000000000000000;GS-6525;800;25
1216;13440000.000000000000000;GS-6915;400;84
1217;53760000.000000000000000;GS-6779;800;84
1218;16000000.000000000000000;GS-6867;800;25
1219;16000000.000000000000000;GS-6811;800;25
1220;16000000.000000000000000;GS-6924;800;25
1221;9000000.000000000000000;GS-6838;600;25
1222;196000000.000000000000000;GS-0078;1400;100
1223;4000000.000000000000000;GS-6571;400;25
1224;120960000.000000000000000;GS-0573;1200;84
1225;51030000.000000000000000;GS-6427;900;63
1226;51030000.000000000000000;GS-6732;900;63
1227;9000000.000000000000000;GS-6882;600;25
1228;562500.000000000000000;GS-6801;150;25
1229;9000000.000000000000000;GS-6873;600;25
1230;9000000.000000000000000;GS-6874;600;25
1231;39375000.000000000000000;GS-4136;750;70
1232;6250000.000000000000000;GS-6903;500;25
1233;1440000.000000000000000;GS-6748;300;16
1234;22680000.000000000000000;GS-6718;600;63
1235;6250000.000000000000000;GS-6721;500;25
1236;35437500.000000000000000;GS-6611;750;63
1237;1000000.000000000000000;GS-6674;200;25
1238;15250000.000000000000000;GS-2691;500;61
1239;25200000.000000000000000;GS-3431;600;70
1240;120960000.000000000000000;GS-0631;1200;84
1241;13440000.000000000000000;GS-0757;400;84
1242;25000000.000000000000000;GS-3666;500;100
1243;360000.000000000000000;GS-1759;150;16
1244;33075000.000000000000000;GS-7213;700;68
1245;20000000.000000000000000;GS-7236;500;80
1246;10800000.000000000000000;GS-7259;400;68
1247;20000000.000000000000000;GS-7279;500;80
1248;41160000.000000000000000;GS-0805;700;84
1249;20000000.000000000000000;GS-0810;500;80
1250;10800000.000000000000000;GS-0811;400;68
1251;64800000.000000000000000;GS-0812;900;80
1252;28800000.000000000000000;GS-0813;600;80
1253;25200000.000000000000000;GS-0814;600;70
1254;25200000.000000000000000;GS-0826;600;70
1255;25200000.000000000000000;GS-0827;600;70
1256;2800000.000000000000000;GS-0828;200;70
1257;6300000.000000000000000;GS-0829;300;70
1258;6300000.000000000000000;GS-0830;300;70
1259;2800000.000000000000000;GS-0831;200;70
1260;17500000.000000000000000;GS-0832;500;70
1261;53760000.000000000000000;GS-0833;800;84
1262;53760000.000000000000000;GS-0834;800;84
1263;53760000.000000000000000;GS-0835;800;84
1264;35437500.000000000000000;GS-6896;750;63
1265;4000000.000000000000000;GS-6897;400;25
1266;1440000.000000000000000;GS-6898;300;16
1267;1975680.000000000000000;GS-0566;168;70
1268;554470.000000000000000;GS-3884;89;70
1269;55080000.000000000000000;GS-3092;900;68
1270;57600000.000000000000000;GS-4006;800;90
1271;43520000.000000000000000;GS-0057;800;68
1272;6120000.000000000000000;GS-3264;300;68
1273;84000000.000000000000000;GS-2604;1000;84
1274;2700000.000000000000000;GS-4712;200;68
1275;43520000.000000000000000;GS-0789;800;68
1276;43520000.000000000000000;GS-0058;800;68
1277;2700000.000000000000000;GS-4677;200;68
1278;43520000.000000000000000;GS-7258;800;68
1279;43520000.000000000000000;GS-0060;800;68
1280;43520000.000000000000000;GS-0061;800;68
1281;14400000.000000000000000;GS-0642;400;90
1282;14400000.000000000000000;GS-0643;400;90
1283;68000000.000000000000000;GS-0792;1000;68
1284;43520000.000000000000000;GS-2372;800;68
1285;100000000.000000000000000;GS-4025;1000;100
1286;9000000.000000000000000;GS-2354;500;36
1287;39375000.000000000000000;GS-4101;750;70
1288;13440000.000000000000000;GS-0602;400;84
1289;250000.000000000000000;GS-6419;100;25
1290;16000000.000000000000000;GS-6423;800;25
1291;22680000.000000000000000;GS-6489;600;63
1292;1440000.000000000000000;GS-6724;300;16
1293;16000000.000000000000000;GS-6885;800;25
1294;1518750.000000000000000;GS-3656;150;68
1295;2700000.000000000000000;GS-3649;200;68
1296;96800000.000000000000000;GS-0690;1100;80
1297;17500000.000000000000000;GS-7217;500;70
1298;640000.000000000000000;GS-4500;100;64
1299;640000.000000000000000;GS-4499;100;64
1300;4000000.000000000000000;GS-6899;500;16
1301;10080000.000000000000000;GS-6760;400;63
1302;96800000.000000000000000;GS-3491;1100;80
1303;196000000.000000000000000;GS-3501;1400;100
1304;1518750.000000000000000;GS-4347;150;68
1305;55080000.000000000000000;GS-2611;900;68
1306;64000000.000000000000000;GS-3978;800;100
1307;25200000.000000000000000;GS-4126;600;70
1308;24300000.000000000000000;GS-6685;600;68
1309;40320000.000000000000000;GS-6686;800;63
1310;6250000.000000000000000;GS-6687;500;25
1311;1890000.000000000000000;GS-6688;150;84
1312;13440000.000000000000000;GS-6901;400;84
1313;40320000.000000000000000;GS-6473;800;63
1314;40320000.000000000000000;GS-6930;800;63
1315;640000.000000000000000;GS-6788;100;64
1316;81000000.000000000000000;GS-0069;900;100
1317;1440000.000000000000000;GS-6831;300;16
1318;4000000.000000000000000;GS-6768;500;16
1319;15750000.000000000000000;GS-6803;500;63
1320;2560000.000000000000000;GS-6733;400;16
1321;22680000.000000000000000;GS-6691;600;63
1322;22680000.000000000000000;GS-6690;600;63
1323;22680000.000000000000000;GS-6677;600;63
1324;20000000.000000000000000;GS-4094;500;80
1325;81000000.000000000000000;GS-4091;900;100
1326;13440000.000000000000000;GS-6497;400;84
1327;39375000.000000000000000;GS-4084;750;70
1328;39375000.000000000000000;GS-4093;750;70
1329;4000000.000000000000000;GS-6573;400;25
1330;4000000.000000000000000;GS-6553;400;25
1331;4000000.000000000000000;GS-6572;400;25
1332;4000000.000000000000000;GS-6633;400;25
1333;4000000.000000000000000;GS-6634;400;25
1334;4000000.000000000000000;GS-6574;400;25
1335;25000000.000000000000000;GS-0019;500;100
1336;100000000.000000000000000;GS-0028;1000;100
1337;64000000.000000000000000;GS-6837;800;100
1338;24300000.000000000000000;GS-6836;600;68
1339;56250000.000000000000000;GS-6454;750;100
1340;15750000.000000000000000;GS-6491;500;63
1341;35437500.000000000000000;GS-6439;750;63
1342;35437500.000000000000000;GS-6923;750;63
1343;15250000.000000000000000;GS-3225;500;61
1344;15250000.000000000000000;GS-3233;500;61
1345;68000000.000000000000000;GS-3041;1000;68
1346;61370000.000000000000000;GS-3039;950;68
1347;20160000.000000000000000;GS-3587;600;56
1348;9920000.000000000000000;GS-3521;400;62
1349;4500000.000000000000000;GS-3697;300;50
1350;4500000.000000000000000;GS-3701;300;50
1351;5760000.000000000000000;GS-3696;300;64
1352;10800000.000000000000000;GS-3541;400;68
1353;10800000.000000000000000;GS-3526;400;68
1354;4500000.000000000000000;GS-3742;300;50
1355;4500000.000000000000000;GS-3532;300;50
1356;10800000.000000000000000;GS-3735;400;68
1357;39200000.000000000000000;GS-3646;700;80
1358;2700000.000000000000000;GS-3719;200;68
1359;96800000.000000000000000;GS-0689;1100;80
1360;9920000.000000000000000;GS-3555;400;62
1361;10800000.000000000000000;GS-3581;400;68
1362;4500000.000000000000000;GS-3694;300;50
1363;24505000.000000000000000;GS-3579;650;58
1364;14500000.000000000000000;GS-3580;500;58
1365;16875000.000000000000000;GS-3669;500;68
1366;16875000.000000000000000;GS-3610;500;68
1367;5760000.000000000000000;GS-3537;300;64
1368;16875000.000000000000000;GS-3559;500;68
1369;11200000.000000000000000;GS-2907;400;70
1370;64000000.000000000000000;GS-3254;800;100
1371;10800000.000000000000000;GS-1298;400;68
1372;1000000.000000000000000;GS-2224;200;25
1373;1000000.000000000000000;GS-1302;200;25
1374;64000000.000000000000000;GS-3989;800;100
1375;53760000.000000000000000;GS-4015;800;84
1376;2700000.000000000000000;GS-1676;200;68
1377;6300000.000000000000000;GS-2223;300;70
1378;1562500.000000000000000;GS-1360;250;25
1379;4000000.000000000000000;GS-1454;400;25
1380;61370000.000000000000000;GS-3007;950;68
1381;4000000.000000000000000;GS-1046;400;25
1382;16000000.000000000000000;GS-3988;400;100
1383;16000000.000000000000000;GS-3963;400;100
1384;360000.000000000000000;GS-1142;150;16
1385;16000000.000000000000000;GS-3247;400;100
1386;640000.000000000000000;GS-1630;200;16
1387;44800000.000000000000000;GS-3263;800;70
1388;2560000.000000000000000;GS-1620;400;16
1389;44800000.000000000000000;GS-2978;800;70
1390;1000000.000000000000000;GS-1911;250;16
1391;2560000.000000000000000;GS-1628;400;16
1392;2500000.000000000000000;GS-1155;250;40
1393;1600000.000000000000000;GS-1380;200;40
1394;250000.000000000000000;GS-2541;250;4
1395;2560000.000000000000000;GS-2514;400;16
1396;2560000.000000000000000;GS-3418;400;16
1397;2560000.000000000000000;GS-2504;400;16
1398;110250000.000000000000000;GS-0110;1050;100
1399;110250000.000000000000000;GS-0103;1050;100
1400;110250000.000000000000000;GS-0104;1050;100
1401;110250000.000000000000000;GS-0098;1050;100
1402;1000000.000000000000000;GS-1119;250;16
1403;2800000.000000000000000;GS-1558;200;70
1404;4000000.000000000000000;GS-1708;200;100
1405;640000.000000000000000;GS-1764;200;16
1406;44800000.000000000000000;GS-3219;800;70
1407;11200000.000000000000000;GS-1117;400;70
1408;360000.000000000000000;GS-1730;150;16
1409;360000.000000000000000;GS-1733;150;16
1410;360000.000000000000000;GS-2149;150;16
1411;360000.000000000000000;GS-1114;150;16
1412;2250000.000000000000000;GS-1250;150;100
1413;6300000.000000000000000;GS-2251;300;70
1414;8000000.000000000000000;GS-3220;400;50
1415;2500000.000000000000000;GS-1233;250;40
1416;360000.000000000000000;GS-1232;150;16
1417;3600000.000000000000000;GS-3234;600;10
1418;360000.000000000000000;GS-1220;150;16
1419;44800000.000000000000000;GS-2465;800;70
1420;44800000.000000000000000;GS-2467;800;70
1421;640000.000000000000000;GS-1971;200;16
1422;360000.000000000000000;GS-1967;150;16
1423;360000.000000000000000;GS-1964;150;16
1424;900000.000000000000000;GS-2084;150;40
1425;640000.000000000000000;GS-1823;200;16
1426;640000.000000000000000;GS-1463;200;16
1427;360000.000000000000000;GS-2033;150;16
1428;1440000.000000000000000;GS-1464;300;16
1429;11200000.000000000000000;GS-1355;400;70
1430;640000.000000000000000;GS-1184;200;16
1431;360000.000000000000000;GS-2057;150;16
1432;720000.000000000000000;GS-2296;300;8
1433;160000.000000000000000;GS-2026;100;16
1434;720000.000000000000000;GS-0939;300;8
1435;640000.000000000000000;GS-2028;200;16
1436;360000.000000000000000;GS-0971;150;16
1437;400000.000000000000000;GS-1864;200;10
1438;652500.000000000000000;GS-0891;150;29
1439;360000.000000000000000;GS-1990;150;16
1440;400000.000000000000000;GS-1890;200;10
1441;400000.000000000000000;GS-2271;200;10
1442;400000.000000000000000;GS-1869;200;10
1443;500000.000000000000000;GS-0943;250;8
1444;400000.000000000000000;GS-1873;200;10
1445;400000.000000000000000;GS-1897;200;10
1446;360000.000000000000000;GS-1992;150;16
1447;500000.000000000000000;GS-0928;250;8
1448;640000.000000000000000;GS-0936;200;16
1449;640000.000000000000000;GS-1537;200;16
1450;160000.000000000000000;GS-2250;100;16
1451;640000.000000000000000;GS-1534;200;16
1452;640000.000000000000000;GS-1722;200;16
1453;640000.000000000000000;GS-1591;200;16
1454;640000.000000000000000;GS-1601;200;16
1455;160000.000000000000000;GS-0903;100;16
1456;2800000.000000000000000;GS-1346;200;70
1457;640000.000000000000000;GS-1426;200;16
1458;360000.000000000000000;GS-1610;150;16
1459;2800000.000000000000000;GS-1840;200;70
1460;1600000.000000000000000;GS-2233;200;40
1461;700000.000000000000000;GS-3428;100;70
1462;1600000.000000000000000;GS-2191;200;40
1463;4000000.000000000000000;GS-2014;200;100
1464;1575000.000000000000000;GS-1843;150;70
1465;1575000.000000000000000;GS-1344;150;70
1466;17000000.000000000000000;GS-2352;500;68
1467;55080000.000000000000000;GS-2900;900;68
1468;4500000.000000000000000;GS-2903;300;50
1469;2700000.000000000000000;GS-4324;200;68
1470;5760000.000000000000000;GS-4693;300;64
1471;1518750.000000000000000;GS-4439;150;68
1472;25200000.000000000000000;GS-4105;600;70
1473;5760000.000000000000000;GS-4331;300;64
1474;25200000.000000000000000;GS-4049;600;70
1475;39200000.000000000000000;GS-2547;700;80
1476;700000.000000000000000;GS-4364;100;70
1477;700000.000000000000000;GS-4365;100;70
1478;5760000.000000000000000;GS-4634;300;64
1479;5760000.000000000000000;GS-4633;300;64
1480;6075000.000000000000000;GS-4437;300;68
1481;13440000.000000000000000;GS-4070;400;84
1482;2800000.000000000000000;GS-1553;200;70
1483;6075000.000000000000000;GS-4621;300;68
1484;6075000.000000000000000;GS-4620;300;68
1485;6075000.000000000000000;GS-4325;300;68
1486;4000000.000000000000000;GS-6410;400;25
1487;35437500.000000000000000;GS-6606;750;63
1488;675000.000000000000000;GS-4552;100;68
1489;64000000.000000000000000;GS-7238;800;100
1490;35437500.000000000000000;GS-6607;750;63
1491;64800000.000000000000000;GS-7197;900;80
1492;17500000.000000000000000;GS-7211;500;70
1493;1518750.000000000000000;GS-4538;150;68
1494;16000000.000000000000000;GS-6603;800;25
1495;10080000.000000000000000;GS-6406;400;63
1496;11200000.000000000000000;GS-7285;400;70
1497;64800000.000000000000000;GS-7245;900;80
1498;20000000.000000000000000;GS-7200;500;80
1499;4000000.000000000000000;GS-6536;400;25
1500;2700000.000000000000000;GS-4281;200;68
1501;2720000.000000000000000;GS-4599;200;68
1502;1440000.000000000000000;GS-4517;150;64
1503;33075000.000000000000000;GS-7205;700;68
1504;33075000.000000000000000;GS-7237;700;68
1505;2800000.000000000000000;GS-7223;200;70
1506;2700000.000000000000000;GS-4674;200;68
1507;2560000.000000000000000;GS-4442;200;64
1508;10800000.000000000000000;GS-7232;400;68
1509;64800000.000000000000000;GS-7221;900;80
1510;1518750.000000000000000;GS-4680;150;68
1511;1440000.000000000000000;GS-4461;150;64
1512;640000.000000000000000;GS-4501;100;64
1513;1440000.000000000000000;GS-4463;150;64
1514;17500000.000000000000000;GS-7208;500;70
1515;4000000.000000000000000;GS-6776;500;16
1516;2700000.000000000000000;GS-4685;200;68
1517;1518750.000000000000000;GS-4490;150;68
1518;1518750.000000000000000;GS-4489;150;68
1519;2250000.000000000000000;GS-0607;300;25
1520;61370000.000000000000000;GS-0002;950;68
1521;1000000.000000000000000;GS-1490;200;25
1522;1000000.000000000000000;GS-1491;200;25
1523;1000000.000000000000000;GS-1495;200;25
1524;2700000.000000000000000;GS-2115;200;68
1525;2700000.000000000000000;GS-2116;200;68
1526;2700000.000000000000000;GS-2117;200;68
1527;57600000.000000000000000;GS-3955;800;90
1528;64000000.000000000000000;GS-3994;800;100
1529;640000.000000000000000;GS-1190;200;16
1530;3600000.000000000000000;GS-3168;600;10
1531;3600000.000000000000000;GS-3419;600;10
1532;120000.000000000000000;GS-1686;100;12
1533;5760000.000000000000000;GS-0035;300;64
1534;120960000.000000000000000;GS-0092;1200;84
1535;120960000.000000000000000;GS-0093;1200;84
1536;360000.000000000000000;GS-1434;150;16
1537;2800000.000000000000000;GS-2276;200;70
1538;90250000.000000000000000;GS-0029;950;100
1539;30240000.000000000000000;GS-3182;600;84
1540;675000.000000000000000;GS-4604;100;68
1541;675000.000000000000000;GS-4607;100;68
1542;1093750.000000000000000;GS-4646;125;70
1543;1518750.000000000000000;GS-4622;150;68
1544;4000000.000000000000000;GS-6482;500;16
1545;2560000.000000000000000;GS-4579;200;64
1546;640000.000000000000000;GS-4580;100;64
1547;640000.000000000000000;GS-4701;100;64
1548;640000.000000000000000;GS-4702;100;64
1549;196000000.000000000000000;GS-0066;1400;100
1550;100000000.000000000000000;GS-0067;1000;100
1551;41160000.000000000000000;GS-7253;700;84
1552;4000000.000000000000000;GS-6412;400;25
1553;10080000.000000000000000;GS-6798;400;63
1554;6250000.000000000000000;GS-6795;500;25
1555;250000.000000000000000;GS-6839;100;25
1556;6250000.000000000000000;GS-6841;500;25
1557;9000000.000000000000000;GS-6835;600;25
1558;6250000.000000000000000;GS-6734;500;25
1559;6250000.000000000000000;GS-6431;500;25
1560;2560000.000000000000000;GS-6883;400;16
1561;81000000.000000000000000;GS-6879;900;100
1562;4000000.000000000000000;GS-6735;500;16
1563;2250000.000000000000000;GS-6804;300;25
1564;2250000.000000000000000;GS-6859;300;25
1565;6250000.000000000000000;GS-6704;500;25
1566;6250000.000000000000000;GS-6716;500;25
1567;10080000.000000000000000;GS-6597;400;63
1568;21000000.000000000000000;GS-6466;500;84
1569;21000000.000000000000000;GS-6467;500;84
1570;22680000.000000000000000;GS-6909;600;63
1571;6250000.000000000000000;GS-6583;500;25
1572;4000000.000000000000000;GS-6562;400;25
1573;4000000.000000000000000;GS-6558;400;25
1574;20000000.000000000000000;GS-0770;500;80
1575;16000000.000000000000000;GS-6470;400;100
1576;20000000.000000000000000;GS-4089;500;80
1577;4000000.000000000000000;GS-6714;400;25
1578;17010000.000000000000000;GS-4113;450;84
1579;4000000.000000000000000;GS-6891;400;25
1580;2800000.000000000000000;GS-4137;200;70
1581;9000000.000000000000000;GS-6892;600;25
1582;25200000.000000000000000;GS-0570;600;70
1583;2250000.000000000000000;GS-6577;300;25
1584;6250000.000000000000000;GS-6904;500;25
1585;9000000.000000000000000;GS-6612;600;25
1586;9000000.000000000000000;GS-6608;600;25
1587;5670000.000000000000000;GS-0754;300;63
1588;1440000.000000000000000;GS-0762;300;16
1589;6250000.000000000000000;GS-6626;500;25
1590;61370000.000000000000000;GS-2461;950;68
1591;61370000.000000000000000;GS-3215;950;68
1592;16875000.000000000000000;GS-2357;500;68
1593;5760000.000000000000000;GS-4380;300;64
1594;16875000.000000000000000;GS-2353;500;68
1595;144000000.000000000000000;GS-3226;1200;100
1596;70000000.000000000000000;GS-3258;1000;70
1597;16000000.000000000000000;GS-6550;400;100
1598;144000000.000000000000000;GS-3042;1200;100
1599;64800000.000000000000000;GS-2923;900;80
1600;5760000.000000000000000;GS-3698;300;64
1601;5760000.000000000000000;GS-3689;300;64
1602;68000000.000000000000000;GS-3542;1000;68
1603;4500000.000000000000000;GS-3744;300;50
1604;1125000.000000000000000;GS-3709;150;50
1605;4500000.000000000000000;GS-3721;300;50
1606;25000000.000000000000000;GS-0039;500;100
1607;6075000.000000000000000;GS-3665;300;68
1608;30250000.000000000000000;GS-0040;550;100
1609;4500000.000000000000000;GS-3625;300;50
1610;15250000.000000000000000;GS-3763;500;61
1611;1440000.000000000000000;GS-3516;150;64
1612;1518750.000000000000000;GS-3553;150;68
1613;4500000.000000000000000;GS-3690;300;50
1614;10800000.000000000000000;GS-3525;400;68
1615;10800000.000000000000000;GS-3514;400;68
1616;16875000.000000000000000;GS-3608;500;68
1617;16875000.000000000000000;GS-3611;500;68
1618;20000000.000000000000000;GS-2916;500;80
1619;72900000.000000000000000;GS-0119;900;90
1620;25200000.000000000000000;GS-0693;600;70
1621;25200000.000000000000000;GS-0694;600;70
1622;40320000.000000000000000;GS-0749;800;63
1623;25200000.000000000000000;GS-0660;600;70
1624;245000.000000000000000;GS-2243;175;8
1625;4000000.000000000000000;GS-1450;400;25
1626;245000.000000000000000;GS-1291;175;8
1627;4000000.000000000000000;GS-1292;400;25
1628;640000.000000000000000;GS-1760;200;16
1629;4375000.000000000000000;GS-1394;250;70
1630;640000.000000000000000;GS-2256;200;16
1631;11200000.000000000000000;GS-3260;400;70
1632;625000.000000000000000;GS-1541;125;40
1633;625000.000000000000000;GS-1546;125;40
1634;100000000.000000000000000;GS-0565;1000;100
1635;720000.000000000000000;GS-0934;300;8
