OBJECTID;weight;node_id;nps_dn;p_max
2068;11200000.000000000000000;GS-1356;400;70
2069;640000.000000000000000;GS-1183;200;16
2070;360000.000000000000000;GS-2302;150;16
2071;360000.000000000000000;GS-2293;150;16
2072;500000.000000000000000;GS-2055;250;8
2073;400000.000000000000000;GS-2091;200;10
2074;360000.000000000000000;GS-1538;150;16
2075;360000.000000000000000;GS-2232;150;16
2076;640000.000000000000000;GS-1724;200;16
2077;640000.000000000000000;GS-1715;200;16
2078;2800000.000000000000000;GS-1348;200;70
2079;2800000.000000000000000;GS-1609;200;70
2080;360000.000000000000000;GS-1589;150;16
2081;9000000.000000000000000;GS-1423;300;100
2082;640000.000000000000000;GS-1593;200;16
2083;640000.000000000000000;GS-1817;200;16
2084;4000000.000000000000000;GS-1364;200;100
2085;17000000.000000000000000;GS-3402;500;68
2086;15250000.000000000000000;GS-3186;500;61
2087;64000000.000000000000000;GS-3983;800;100
2088;90000000.000000000000000;GS-4022;1000;90
2089;90000000.000000000000000;GS-3999;1000;90
2090;5760000.000000000000000;GS-4362;300;64
2091;1518750.000000000000000;GS-4649;150;68
2092;1518750.000000000000000;GS-4367;150;68
2093;360000.000000000000000;GS-1140;150;16
2094;10880000.000000000000000;GS-0648;400;68
2095;10880000.000000000000000;GS-0650;400;68
2096;9000000.000000000000000;GS-2321;300;100
2097;9000000.000000000000000;GS-3986;300;100
2098;360000.000000000000000;GS-0869;150;16
2099;25200000.000000000000000;GS-0652;600;70
2100;25200000.000000000000000;GS-0653;600;70
2101;4000000.000000000000000;GS-1376;200;100
2102;2560000.000000000000000;GS-2111;400;16
2103;64800000.000000000000000;GS-0023;900;80
2104;360000.000000000000000;GS-0958;150;16
2105;640000.000000000000000;GS-1717;200;16
2106;4000000.000000000000000;GS-1023;200;100
2107;4000000.000000000000000;GS-0037;200;100
2108;400000.000000000000000;GS-1891;200;10
2109;400000.000000000000000;GS-1894;200;10
2110;360000.000000000000000;GS-1991;150;16
2111;5760000.000000000000000;GS-4337;300;64
2112;2560000.000000000000000;GS-4676;200;64
2113;35437500.000000000000000;GS-6475;750;63
2114;35437500.000000000000000;GS-0747;750;63
2115;16875000.000000000000000;GS-3761;500;68
2116;17500000.000000000000000;GS-7286;500;70
2117;3875000.000000000000000;GS-3679;250;62
2118;14500000.000000000000000;GS-3585;500;58
2119;28800000.000000000000000;GS-3582;600;80
2120;4500000.000000000000000;GS-3543;300;50
2121;4500000.000000000000000;GS-3745;300;50
2122;4500000.000000000000000;GS-3729;300;50
2123;5760000.000000000000000;GS-3538;300;64
2124;5760000.000000000000000;GS-3695;300;64
2125;9000000.000000000000000;GS-3743;300;100
2126;6075000.000000000000000;GS-3707;300;68
2127;6075000.000000000000000;GS-3633;300;68
2128;4218750.000000000000000;GS-3668;250;68
2129;16875000.000000000000000;GS-3540;500;68
2130;25200000.000000000000000;GS-4038;600;70
2131;640000.000000000000000;GS-4432;100;64
2132;2700000.000000000000000;GS-4356;200;68
2133;5760000.000000000000000;GS-4358;300;64
2134;2800000.000000000000000;GS-4079;200;70
2135;6300000.000000000000000;GS-4131;300;70
2136;6075000.000000000000000;GS-4539;300;68
2137;225000.000000000000000;GS-4703;150;10
2138;6075000.000000000000000;GS-4360;300;68
2139;2700000.000000000000000;GS-4561;200;68
2140;6075000.000000000000000;GS-4556;300;68
2141;1518750.000000000000000;GS-4297;150;68
2142;1518750.000000000000000;GS-4298;150;68
2143;6075000.000000000000000;GS-4545;300;68
2144;6075000.000000000000000;GS-4544;300;68
2145;1518750.000000000000000;GS-4608;150;68
2146;5760000.000000000000000;GS-4389;300;64
2147;5760000.000000000000000;GS-4655;300;64
2148;16875000.000000000000000;GS-2925;500;68
2149;675000.000000000000000;GS-4435;100;68
2150;3360000.000000000000000;GS-6465;200;84
2151;21000000.000000000000000;GS-6476;500;84
2152;2700000.000000000000000;GS-4460;200;68
2153;64800000.000000000000000;GS-7196;900;80
2154;22680000.000000000000000;GS-0606;600;63
2155;10800000.000000000000000;GS-7272;400;68
2156;17500000.000000000000000;GS-7210;500;70
2157;1518750.000000000000000;GS-4386;150;68
2158;16875000.000000000000000;GS-4533;500;68
2159;6075000.000000000000000;GS-7290;300;68
2160;6120000.000000000000000;GS-4670;300;68
2161;6075000.000000000000000;GS-4393;300;68
2162;5760000.000000000000000;GS-4534;300;64
2163;6075000.000000000000000;GS-4396;300;68
2164;2720000.000000000000000;GS-4688;200;68
2165;2720000.000000000000000;GS-4687;200;68
2166;680000.000000000000000;GS-3440;100;68
2167;20000000.000000000000000;GS-7222;500;80
2168;15750000.000000000000000;GS-6757;500;63
2169;33075000.000000000000000;GS-7228;700;68
2170;9000000.000000000000000;GS-6630;600;25
2171;10800000.000000000000000;GS-7231;400;68
2172;2560000.000000000000000;GS-4307;200;64
2173;2560000.000000000000000;GS-4440;200;64
2174;2560000.000000000000000;GS-4659;200;64
2175;2560000.000000000000000;GS-4700;200;64
2176;4000000.000000000000000;GS-6413;500;16
2177;1518750.000000000000000;GS-4679;150;68
2178;2560000.000000000000000;GS-4644;200;64
2179;2560000.000000000000000;GS-4643;200;64
2180;2700000.000000000000000;GS-4506;200;68
2181;2800000.000000000000000;GS-7291;200;70
2182;1518750.000000000000000;GS-4664;150;68
2183;53760000.000000000000000;GS-6433;800;84
2184;4000000.000000000000000;GS-6509;400;25
2185;41160000.000000000000000;GS-7252;700;84
2186;2700000.000000000000000;GS-4468;200;68
2187;1518750.000000000000000;GS-4566;150;68
2188;1518750.000000000000000;GS-4459;150;68
2189;13440000.000000000000000;GS-6540;400;84
2190;2700000.000000000000000;GS-4469;200;68
2191;53760000.000000000000000;GS-6780;800;84
2192;160000.000000000000000;GS-4666;100;16
2193;2700000.000000000000000;GS-4484;200;68
2194;2700000.000000000000000;GS-4673;200;68
2195;1518750.000000000000000;GS-4491;150;68
2196;16000000.000000000000000;GS-6483;800;25
2197;3360000.000000000000000;GS-3908;200;84
2198;10800000.000000000000000;GS-7268;400;68
2199;17500000.000000000000000;GS-0610;500;70
2200;33320000.000000000000000;GS-2919;700;68
2201;640000.000000000000000;GS-4524;100;64
2202;640000.000000000000000;GS-4525;100;64
2203;2560000.000000000000000;GS-4376;200;64
2204;22680000.000000000000000;GS-6542;600;63
2205;11200000.000000000000000;GS-0719;400;70
2206;4000000.000000000000000;GS-6437;400;25
2207;1518750.000000000000000;GS-4465;150;68
2208;4000000.000000000000000;GS-6493;400;25
2209;2800000.000000000000000;GS-7201;200;70
2210;640000.000000000000000;GS-3412;400;4
2211;640000.000000000000000;GS-3413;400;4
2212;92610000.000000000000000;GS-0687;1050;84
2213;92610000.000000000000000;GS-0688;1050;84
2214;36000000.000000000000000;GS-0043;600;100
2215;4000000.000000000000000;GS-6887;400;25
2216;4000000.000000000000000;GS-6864;400;25
2217;21000000.000000000000000;GS-6502;500;84
2218;21000000.000000000000000;GS-6520;500;84
2219;21000000.000000000000000;GS-6518;500;84
2220;81000000.000000000000000;GS-6880;900;100
2221;40320000.000000000000000;GS-6667;800;63
2222;40320000.000000000000000;GS-6666;800;63
2223;1440000.000000000000000;GS-6447;300;16
2224;2560000.000000000000000;GS-6829;400;16
2225;2560000.000000000000000;GS-6830;400;16
2226;6250000.000000000000000;GS-6565;500;25
2227;6250000.000000000000000;GS-6585;500;25
2228;20000000.000000000000000;GS-4087;500;80
2229;35437500.000000000000000;GS-6722;750;63
2230;57600000.000000000000000;GS-4024;800;90
2231;81000000.000000000000000;GS-4028;900;100
2232;57600000.000000000000000;GS-3966;800;90
2233;57600000.000000000000000;GS-3967;800;90
2234;72900000.000000000000000;GS-0118;900;90
2235;2250000.000000000000000;GS-6637;300;25
2236;4000000.000000000000000;GS-6582;400;25
2237;4000000.000000000000000;GS-6635;400;25
2238;2560000.000000000000000;GS-4421;200;64
2239;20000000.000000000000000;GS-4088;500;80
2240;25200000.000000000000000;GS-4106;600;70
2241;5250000.000000000000000;GS-0608;250;84
2242;16875000.000000000000000;GS-4697;500;68
2243;225000.000000000000000;GS-4612;150;10
2244;10800000.000000000000000;GS-7287;400;68
2245;20000000.000000000000000;GS-7241;500;80
2246;5760000.000000000000000;GS-4537;300;64
2247;35437500.000000000000000;GS-6487;750;63
2248;4000000.000000000000000;GS-0603;400;25
2249;25200000.000000000000000;GS-7295;600;70
2250;5760000.000000000000000;GS-4521;300;64
2251;13440000.000000000000000;GS-6906;400;84
2252;57600000.000000000000000;GS-4021;800;90
2253;39375000.000000000000000;GS-4083;750;70
2254;4000000.000000000000000;GS-6640;400;25
2255;28800000.000000000000000;GS-4096;600;80
2256;840000.000000000000000;GS-3897;100;84
2257;39375000.000000000000000;GS-4082;750;70
2258;11025000.000000000000000;GS-3956;350;90
2259;40320000.000000000000000;GS-6730;800;63
2260;81000000.000000000000000;GS-0088;900;100
2261;4000000.000000000000000;GS-6713;400;25
2262;120960000.000000000000000;GS-0626;1200;84
2263;11200000.000000000000000;GS-4064;400;70
2264;4375000.000000000000000;GS-4074;250;70
2265;110250000.000000000000000;GS-0099;1050;100
2266;53760000.000000000000000;GS-0012;800;84
2267;2250000.000000000000000;GS-1283;300;25
2268;2250000.000000000000000;GS-1290;300;25
2269;53760000.000000000000000;GS-3949;800;84
2270;2700000.000000000000000;GS-1282;200;68
2271;1000000.000000000000000;GS-2134;250;16
2272;1000000.000000000000000;GS-1492;200;25
2273;1000000.000000000000000;GS-1367;200;25
2274;1562500.000000000000000;GS-2196;250;25
2275;11200000.000000000000000;GS-1658;400;70
2276;13668750.000000000000000;GS-1673;450;68
2277;61370000.000000000000000;GS-3477;950;68
2278;4000000.000000000000000;GS-1047;400;25
2279;16000000.000000000000000;GS-3961;400;100
2280;68000000.000000000000000;GS-3008;1000;68
2281;640000.000000000000000;GS-1643;200;16
2282;640000.000000000000000;GS-1642;200;16
2283;1440000.000000000000000;GS-2043;300;16
2284;1000000.000000000000000;GS-2289;250;16
2285;25200000.000000000000000;GS-1244;600;70
2286;360000.000000000000000;GS-1952;150;16
2287;360000.000000000000000;GS-1144;150;16
2288;360000.000000000000000;GS-1953;150;16
2289;640000.000000000000000;GS-1146;200;16
2290;640000.000000000000000;GS-1629;200;16
2291;360000.000000000000000;GS-1951;150;16
2292;16000000.000000000000000;GS-3973;400;100
2293;8000000.000000000000000;GS-2533;400;50
2294;640000.000000000000000;GS-1913;200;16
2295;2560000.000000000000000;GS-1928;400;16
2296;640000.000000000000000;GS-2207;200;16
2297;640000.000000000000000;GS-2249;200;16
2298;44800000.000000000000000;GS-2346;800;70
2299;640000.000000000000000;GS-2248;200;16
2300;640000.000000000000000;GS-2258;200;16
2301;2500000.000000000000000;GS-1391;250;40
2302;360000.000000000000000;GS-1562;150;16
2303;2500000.000000000000000;GS-1395;250;40
2304;1000000.000000000000000;GS-1763;250;16
2305;101640000.000000000000000;GS-3273;1100;84
2306;1440000.000000000000000;GS-1102;300;16
2307;360000.000000000000000;GS-2148;150;16
2308;640000.000000000000000;GS-1811;200;16
2309;640000.000000000000000;GS-1809;200;16
2310;44800000.000000000000000;GS-2350;800;70
2311;640000.000000000000000;GS-2156;200;16
2312;360000.000000000000000;GS-1199;150;16
2313;360000.000000000000000;GS-1203;150;16
2314;360000.000000000000000;GS-1195;150;16
2315;640000.000000000000000;GS-1202;200;16
2316;360000.000000000000000;GS-1218;150;16
2317;640000.000000000000000;GS-1969;200;16
2318;120000.000000000000000;GS-1688;100;12
2319;360000.000000000000000;GS-1963;150;16
2320;360000.000000000000000;GS-2283;150;16
2321;360000.000000000000000;GS-1966;150;16
2322;84000000.000000000000000;GS-0574;1000;84
2323;84000000.000000000000000;GS-0665;1000;84
2324;84000000.000000000000000;GS-0666;1000;84
2325;1000000.000000000000000;GS-2215;250;16
2326;2800000.000000000000000;GS-1923;200;70
2327;640000.000000000000000;GS-1920;200;16
2328;1440000.000000000000000;GS-1918;300;16
2329;25200000.000000000000000;GS-2288;600;70
2330;25200000.000000000000000;GS-1916;600;70
2331;25200000.000000000000000;GS-1743;600;70
2332;360000.000000000000000;GS-2194;150;16
2333;360000.000000000000000;GS-1351;150;16
2334;500000.000000000000000;GS-2054;250;8
2335;11200000.000000000000000;GS-2299;400;70
2336;11200000.000000000000000;GS-2056;400;70
2337;360000.000000000000000;GS-0964;150;16
2338;360000.000000000000000;GS-0976;150;16
2339;360000.000000000000000;GS-0922;150;16
2340;68000000.000000000000000;GS-3488;1000;68
2341;160000.000000000000000;GS-2272;100;16
2342;360000.000000000000000;GS-0894;150;16
2343;652500.000000000000000;GS-0915;150;29
2344;360000.000000000000000;GS-1327;150;16
2345;720000.000000000000000;GS-0889;300;8
2346;400000.000000000000000;GS-1882;200;10
2347;360000.000000000000000;GS-1989;150;16
2348;500000.000000000000000;GS-0893;250;8
2349;400000.000000000000000;GS-1872;200;10
2350;400000.000000000000000;GS-1895;200;10
2351;360000.000000000000000;GS-1900;150;16
2352;360000.000000000000000;GS-1901;150;16
2353;400000.000000000000000;GS-1896;200;10
2354;360000.000000000000000;GS-1326;150;16
2355;400000.000000000000000;GS-2273;200;10
2356;640000.000000000000000;GS-2285;200;16
2357;640000.000000000000000;GS-1995;200;16
2358;640000.000000000000000;GS-0908;200;16
2359;640000.000000000000000;GS-1828;200;16
2360;640000.000000000000000;GS-1829;200;16
2361;640000.000000000000000;GS-0937;200;16
2362;640000.000000000000000;GS-0904;200;16
2363;640000.000000000000000;GS-0960;200;16
2364;17500000.000000000000000;GS-2129;500;70
2365;11200000.000000000000000;GS-1619;400;70
2366;640000.000000000000000;GS-0885;200;16
2367;11200000.000000000000000;GS-1618;400;70
2368;11200000.000000000000000;GS-1621;400;70
2369;11200000.000000000000000;GS-1726;400;70
2370;2800000.000000000000000;GS-1349;200;70
2371;11200000.000000000000000;GS-2239;400;70
2372;360000.000000000000000;GS-1588;150;16
2373;4410000.000000000000000;GS-2610;300;49
2374;360000.000000000000000;GS-1612;150;16
2375;640000.000000000000000;GS-1400;200;16
2376;11200000.000000000000000;GS-1710;400;70
2377;640000.000000000000000;GS-1399;200;16
2378;640000.000000000000000;GS-1607;200;16
2379;1600000.000000000000000;GS-0881;200;40
2380;1600000.000000000000000;GS-0882;200;40
2381;2800000.000000000000000;GS-1608;200;70
2382;1575000.000000000000000;GS-2267;150;70
2383;96800000.000000000000000;GS-3492;1100;80
2384;2800000.000000000000000;GS-1611;200;70
2385;1600000.000000000000000;GS-1339;200;40
2386;640000.000000000000000;GS-2001;200;16
2387;2800000.000000000000000;GS-2254;200;70
2388;2800000.000000000000000;GS-1737;200;70
2389;4500000.000000000000000;GS-3414;300;50
2390;4500000.000000000000000;GS-2904;300;50
2391;144000000.000000000000000;GS-2501;1200;100
2392;90000000.000000000000000;GS-3952;1000;90
2393;5760000.000000000000000;GS-4381;300;64
2394;2700000.000000000000000;GS-4619;200;68
2395;6300000.000000000000000;GS-0790;300;70
2396;2700000.000000000000000;GS-0611;200;68
2397;6075000.000000000000000;GS-1671;300;68
2398;6075000.000000000000000;GS-1677;300;68
2399;6075000.000000000000000;GS-1678;300;68
2400;1440000.000000000000000;GS-2162;300;16
2401;1440000.000000000000000;GS-2166;300;16
2402;1440000.000000000000000;GS-2167;300;16
2403;101640000.000000000000000;GS-0698;1100;84
2404;121000000.000000000000000;GS-0677;1100;100
2405;121000000.000000000000000;GS-0678;1100;100
2406;360000.000000000000000;GS-0870;150;16
2407;25200000.000000000000000;GS-0657;600;70
2408;640000.000000000000000;GS-2212;200;16
2409;38200000.000000000000000;GS-2186;1000;38
2410;38250000.000000000000000;GS-4039;750;68
2411;640000.000000000000000;GS-1189;200;16
2412;72900000.000000000000000;GS-0634;900;90
2413;72900000.000000000000000;GS-0635;900;90
2414;9000000.000000000000000;GS-0034;300;100
2415;2800000.000000000000000;GS-1919;200;70
2416;2800000.000000000000000;GS-2274;200;70
2417;2800000.000000000000000;GS-2275;200;70
2418;360000.000000000000000;GS-0959;150;16
2419;2480000.000000000000000;GS-3639;200;62
2420;4500000.000000000000000;GS-3732;300;50
2421;5760000.000000000000000;GS-3691;300;64
2422;5760000.000000000000000;GS-3693;300;64
2423;5760000.000000000000000;GS-3528;300;64
2424;5760000.000000000000000;GS-3524;300;64
2425;10800000.000000000000000;GS-3536;400;68
2426;4500000.000000000000000;GS-3533;300;50
2427;4500000.000000000000000;GS-3727;300;50
2428;4500000.000000000000000;GS-3527;300;50
2429;1440000.000000000000000;GS-3737;150;64
2430;2320000.000000000000000;GS-3648;200;58
2431;16875000.000000000000000;GS-3573;500;68
2432;10800000.000000000000000;GS-3714;400;68
2433;1518750.000000000000000;GS-3572;150;68
2434;43520000.000000000000000;GS-0696;800;68
2435;8000000.000000000000000;GS-3551;400;50
2436;10800000.000000000000000;GS-3716;400;68
2437;10800000.000000000000000;GS-3566;400;68
2438;20160000.000000000000000;GS-3680;600;56
2439;9920000.000000000000000;GS-3677;400;62
2440;9920000.000000000000000;GS-3529;400;62
2441;10800000.000000000000000;GS-3531;400;68
2442;4500000.000000000000000;GS-3627;300;50
2443;2700000.000000000000000;GS-4625;200;68
2444;1518750.000000000000000;GS-4648;150;68
2445;5760000.000000000000000;GS-4694;300;64
2446;1518750.000000000000000;GS-4601;150;68
2447;1518750.000000000000000;GS-4317;150;68
2448;675000.000000000000000;GS-4433;100;68
2449;120960000.000000000000000;GS-0575;1200;84
2450;5760000.000000000000000;GS-4349;300;64
2451;2560000.000000000000000;GS-4336;200;64
2452;700000.000000000000000;GS-4699;100;70
2453;675000.000000000000000;GS-4605;100;68
2454;700000.000000000000000;GS-4698;100;70
2455;17010000.000000000000000;GS-3904;450;84
2456;4375000.000000000000000;GS-4075;250;70
2457;1093750.000000000000000;GS-4285;125;70
2458;6300000.000000000000000;GS-0806;300;70
2459;4375000.000000000000000;GS-4072;250;70
2460;5760000.000000000000000;GS-4332;300;64
2461;5760000.000000000000000;GS-4338;300;64
2462;675000.000000000000000;GS-4342;100;68
2463;2700000.000000000000000;GS-4583;200;68
2464;2560000.000000000000000;GS-4397;200;64
2465;6075000.000000000000000;GS-4407;300;68
2466;640000.000000000000000;GS-4523;100;64
2467;640000.000000000000000;GS-4610;100;64
2468;6075000.000000000000000;GS-4375;300;68
2469;640000.000000000000000;GS-4522;100;64
2470;2700000.000000000000000;GS-4640;200;68
2471;1440000.000000000000000;GS-4519;150;64
2472;2700000.000000000000000;GS-4571;200;68
2473;17500000.000000000000000;GS-7206;500;70
2474;160000.000000000000000;GS-4568;100;16
2475;1518750.000000000000000;GS-4471;150;68
2476;2700000.000000000000000;GS-4473;200;68
2477;2700000.000000000000000;GS-4472;200;68
2478;2700000.000000000000000;GS-4672;200;68
2479;2700000.000000000000000;GS-4475;200;68
2480;2700000.000000000000000;GS-4479;200;68
2481;2700000.000000000000000;GS-4716;200;68
2482;2700000.000000000000000;GS-4629;200;68
2483;2700000.000000000000000;GS-4598;200;68
2484;1518750.000000000000000;GS-4487;150;68
2485;9000000.000000000000000;GS-6408;600;25
2486;2700000.000000000000000;GS-4594;200;68
2487;700000.000000000000000;GS-2977;100;70
2488;360000.000000000000000;GS-1949;150;16
2489;640000.000000000000000;GS-1149;200;16
2490;8000000.000000000000000;GS-3436;400;50
2491;8000000.000000000000000;GS-3437;400;50
2492;16000000.000000000000000;GS-3950;400;100
2493;55080000.000000000000000;GS-3257;900;68
2494;360000.000000000000000;GS-1150;150;16
2495;6120000.000000000000000;GS-2832;300;68
2496;6120000.000000000000000;GS-3434;300;68
2497;6120000.000000000000000;GS-3435;300;68
2498;640000.000000000000000;GS-2537;400;4
2499;1600000.000000000000000;GS-1379;200;40
2500;100000000.000000000000000;GS-1406;1000;100
2501;1000000.000000000000000;GS-2506;250;16
2502;640000.000000000000000;GS-2542;400;4
2503;2560000.000000000000000;GS-3417;400;16
2504;2560000.000000000000000;GS-2509;400;16
2505;250000.000000000000000;GS-3410;250;4
2506;640000.000000000000000;GS-1409;200;16
2507;360000.000000000000000;GS-1560;150;16
2508;64000000.000000000000000;GS-4017;800;100
2509;6120000.000000000000000;GS-3398;300;68
2510;101640000.000000000000000;GS-3270;1100;84
2511;11200000.000000000000000;GS-1729;400;70
2512;64000000.000000000000000;GS-3152;800;100
2513;640000.000000000000000;GS-2160;200;16
2514;640000.000000000000000;GS-1192;200;16
2515;4000000.000000000000000;GS-1228;200;100
2516;1000000.000000000000000;GS-2341;250;16
2517;360000.000000000000000;GS-1207;150;16
2518;960000.000000000000000;GS-3449;400;6
2519;360000.000000000000000;GS-1235;150;16
2520;625000.000000000000000;GS-1542;125;40
2521;17000000.000000000000000;GS-3423;500;68
2522;17000000.000000000000000;GS-3167;500;68
2523;625000.000000000000000;GS-1543;125;40
2524;10880000.000000000000000;GS-3165;400;68
2525;44800000.000000000000000;GS-2814;800;70
2526;100000000.000000000000000;GS-3475;1000;100
2527;44800000.000000000000000;GS-3432;800;70
2528;55080000.000000000000000;GS-2813;900;68
2529;360000.000000000000000;GS-0972;150;16
2530;360000.000000000000000;GS-0923;150;16
2531;4500000.000000000000000;GS-3245;300;50
2532;144000000.000000000000000;GS-3217;1200;100
2533;9000000.000000000000000;GS-2712;500;36
2534;144000000.000000000000000;GS-3242;1200;100
2535;640000.000000000000000;GS-1815;200;16
2536;196000000.000000000000000;GS-0567;1400;100
2537;17000000.000000000000000;GS-2355;500;68
2538;4500000.000000000000000;GS-3421;300;50
2539;16875000.000000000000000;GS-2918;500;68
2540;20000000.000000000000000;GS-7277;500;80
2541;5760000.000000000000000;GS-4654;300;64
2542;360000.000000000000000;GS-1141;150;16
2543;360000.000000000000000;GS-1147;150;16
2544;30240000.000000000000000;GS-0777;600;84
2545;64800000.000000000000000;GS-0026;900;80
2546;640000.000000000000000;GS-1753;200;16
2547;640000.000000000000000;GS-1757;200;16
2548;24480000.000000000000000;GS-3262;600;68
2549;24480000.000000000000000;GS-3169;600;68
2550;24480000.000000000000000;GS-3223;600;68
2551;40320000.000000000000000;GS-0599;800;63
2552;40320000.000000000000000;GS-6416;800;63
2553;68000000.000000000000000;GS-3238;1000;68
2554;61370000.000000000000000;GS-3239;950;68
2555;61370000.000000000000000;GS-3231;950;68
2556;25200000.000000000000000;GS-3269;600;70
2557;80000000.000000000000000;GS-2608;1000;80
2558;21000000.000000000000000;GS-3045;500;84
2559;64800000.000000000000000;GS-3047;900;80
2560;55080000.000000000000000;GS-3091;900;68
2561;39200000.000000000000000;GS-2565;700;80
2562;39200000.000000000000000;GS-2605;700;80
2563;64800000.000000000000000;GS-2924;900;80
2564;101640000.000000000000000;GS-0114;1100;84
2565;10800000.000000000000000;GS-0726;400;68
2566;34300000.000000000000000;GS-0717;700;70
2567;17500000.000000000000000;GS-7250;500;70
2568;20000000.000000000000000;GS-7239;500;80
2569;10800000.000000000000000;GS-7251;400;68
2570;16000000.000000000000000;GS-6414;800;25
2571;2720000.000000000000000;GS-4570;200;68
2572;2560000.000000000000000;GS-4531;200;64
2573;6250000.000000000000000;GS-6785;500;25
2574;7560000.000000000000000;GS-6543;300;84
2575;2700000.000000000000000;GS-4476;200;68
2576;16000000.000000000000000;GS-6918;800;25
2577;9000000.000000000000000;GS-6813;600;25
2578;1440000.000000000000000;GS-4320;150;64
2579;101640000.000000000000000;GS-0758;1100;84
2580;53760000.000000000000000;GS-4016;800;84
2581;22680000.000000000000000;GS-6643;600;63
2582;1440000.000000000000000;GS-6849;300;16
2583;1440000.000000000000000;GS-6850;300;16
2584;6250000.000000000000000;GS-6851;500;25
2585;4000000.000000000000000;GS-6860;400;25
2586;4000000.000000000000000;GS-6857;400;25
2587;4000000.000000000000000;GS-6858;400;25
2588;4000000.000000000000000;GS-6563;400;25
2589;4000000.000000000000000;GS-6929;500;16
2590;4000000.000000000000000;GS-6833;500;16
2591;22680000.000000000000000;GS-6827;600;63
2592;6250000.000000000000000;GS-6647;500;25
2593;16000000.000000000000000;GS-6823;500;64
2594;6250000.000000000000000;GS-6786;500;25
2595;6250000.000000000000000;GS-6444;500;25
2596;6250000.000000000000000;GS-6783;500;25
2597;51030000.000000000000000;GS-6789;900;63
2598;53760000.000000000000000;GS-6782;800;84
2599;53760000.000000000000000;GS-6787;800;84
2600;53760000.000000000000000;GS-6778;800;84
2601;4000000.000000000000000;GS-6774;500;16
2602;4000000.000000000000000;GS-6743;500;16
2603;5670000.000000000000000;GS-6764;300;63
2604;5670000.000000000000000;GS-6742;300;63
2605;10080000.000000000000000;GS-6908;400;63
2606;4000000.000000000000000;GS-6746;500;16
2607;40320000.000000000000000;GS-6749;800;63
2608;10080000.000000000000000;GS-6793;400;63
2609;10080000.000000000000000;GS-6727;400;63
2610;51030000.000000000000000;GS-6738;900;63
2611;10080000.000000000000000;GS-6490;400;63
2612;10080000.000000000000000;GS-6657;400;63
2613;10080000.000000000000000;GS-6656;400;63
2614;40320000.000000000000000;GS-0748;800;63
2615;101640000.000000000000000;GS-6905;1100;84
2616;6250000.000000000000000;GS-6589;500;25
2617;9000000.000000000000000;GS-6527;600;25
2618;9000000.000000000000000;GS-6629;600;25
2619;81000000.000000000000000;GS-0085;900;100
2620;16000000.000000000000000;GS-6500;800;25
2621;6250000.000000000000000;GS-6513;500;25
2622;4000000.000000000000000;GS-6556;400;25
2623;4000000.000000000000000;GS-6555;400;25
2624;4000000.000000000000000;GS-6541;400;25
2625;16000000.000000000000000;GS-6499;800;25
2626;16000000.000000000000000;GS-6516;800;25
2627;16000000.000000000000000;GS-6521;800;25
2628;2800000.000000000000000;GS-4138;200;70
2629;9000000.000000000000000;GS-6894;600;25
2630;9000000.000000000000000;GS-6893;600;25
2631;51030000.000000000000000;GS-6876;900;63
2632;2560000.000000000000000;GS-6843;400;16
2633;6250000.000000000000000;GS-6913;500;25
2634;9000000.000000000000000;GS-6840;600;25
2635;22680000.000000000000000;GS-6792;600;63
2636;64000000.000000000000000;GS-6740;800;100
2637;1440000.000000000000000;GS-6479;300;16
2638;4000000.000000000000000;GS-6870;500;16
2639;64000000.000000000000000;GS-0742;800;100
2640;64000000.000000000000000;GS-6453;800;100
2641;101640000.000000000000000;GS-1248;1100;84
2642;38250000.000000000000000;GS-3889;750;68
2643;2560000.000000000000000;GS-4293;200;64
2644;2560000.000000000000000;GS-4368;200;64
2645;17010000.000000000000000;GS-3902;450;84
2646;6300000.000000000000000;GS-4069;300;70
2647;6300000.000000000000000;GS-4077;300;70
2648;6075000.000000000000000;GS-4426;300;68
2649;6075000.000000000000000;GS-4345;300;68
2650;43520000.000000000000000;GS-0797;800;68
2651;1575000.000000000000000;GS-0815;150;70
2652;25200000.000000000000000;GS-0816;600;70
2653;17500000.000000000000000;GS-0817;500;70
2654;6300000.000000000000000;GS-0818;300;70
2655;17500000.000000000000000;GS-0819;500;70
2656;33075000.000000000000000;GS-0820;700;68
2657;33075000.000000000000000;GS-0821;700;68
2658;6300000.000000000000000;GS-0822;300;70
2659;2800000.000000000000000;GS-0823;200;70
2660;64000000.000000000000000;GS-0824;800;100
2661;25200000.000000000000000;GS-0825;600;70
2662;53760000.000000000000000;GS-0836;800;84
2663;9000000.000000000000000;GS-0837;300;100
2664;64800000.000000000000000;GS-0838;900;80
2665;64800000.000000000000000;GS-0839;900;80
2666;64800000.000000000000000;GS-0840;900;80
2667;64800000.000000000000000;GS-0841;900;80
2668;64800000.000000000000000;GS-0842;900;80
2669;84000000.000000000000000;GS-7123;1000;84
2670;120960000.000000000000000;GS-0628;1200;84
2671;120960000.000000000000000;GS-0629;1200;84
2672;9000000.000000000000000;GS-6895;600;25
2673;554470.000000000000000;GS-3767;89;70
2674;554470.000000000000000;GS-3885;89;70
2675;1975680.000000000000000;GS-3883;168;70
2676;1975680.000000000000000;GS-3882;168;70
2677;1975680.000000000000000;GS-3769;168;70
2678;1975680.000000000000000;GS-3768;168;70
